date,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity,day_Monday,day_Saturday,day_Sunday,day_Thursday,day_Tuesday,day_Wednesday,quarter_Quarter1,quarter_Quarter2,quarter_Quarter3,quarter_Quarter4,quarter_Quarter5,department_finishing,department_finishing ,department_sweing,day_of_week,month
2015-01-03,2,0.75,0.4433380767102746,-0.1359975316823195,0.5992318491709911,0.588904622012611,0.0,0,0,55.0,0.75024303,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,1
2015-01-03,10,0.7,-1.004175840756166,-0.07005417934198523,-1.111558380695155,-0.8839424416906332,0.0,0,0,8.0,0.7018125,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5,1
2015-01-03,4,0.7,0.7950876418961399,-0.4136537520626744,2.7832193766596887,-0.8839424416906332,0.0,0,0,60.0,0.700134038,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,1
2015-01-03,9,0.7,1.1993233987458645,-0.04714754116060595,0.6902313294830202,0.4252549482678061,0.0,0,0,57.5,0.699965217,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,1
2015-01-03,8,0.8,-1.1192771382646298,-0.07005417934198523,-1.111558380695155,-0.8839424416906332,0.0,0,0,8.0,0.628333333,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5,1
2015-01-03,7,0.8,-1.0235128587375881,-0.07005417934198523,-1.111558380695155,-0.8839424416906332,0.0,0,0,8.0,0.6253125,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5,1
2015-01-04,3,0.75,-1.004175840756166,-0.07005417934198523,-0.9295594200710969,-0.8839424416906332,0.0,0,0,8.0,0.991388889,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6,1
2015-01-04,9,0.8,-1.0235128587375881,-0.07005417934198523,-1.111558380695155,-0.8839424416906332,0.0,0,0,8.0,0.931645833,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6,1
2015-01-04,1,0.8,-1.0235128587375881,-0.07005417934198523,-1.111558380695155,-0.8839424416906332,0.0,0,0,8.0,0.915229167,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6,1
2015-01-04,6,0.8,-0.31725129722565426,-0.4171244548174288,0.7129811995610276,0.7525542957574158,0.0,0,0,31.0,0.879714482,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,1
2015-01-04,4,0.8,-1.0235128587375881,-0.07005417934198523,0.5992318491709911,-0.8839424416906332,0.0,0,0,20.0,0.861679012,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6,1
2015-01-04,9,0.8,1.0225278057728642,0.0958454123352768,0.7448310176702376,1.0798536432470256,0.0,0,0,59.0,0.850569492,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,1
2015-01-04,7,0.8,0.9985867358911037,0.060444244236781554,0.7266311216078318,1.0798536432470256,0.0,0,0,56.5,0.850436438,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,1
2015-01-04,8,0.8,0.9985867358911037,-0.07005417934198523,0.6538315373582086,0.588904622012611,0.0,0,0,56.5,0.850345133,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,1
2015-01-04,4,0.8,1.1993233987458645,-0.18181080804507807,-0.11056409726283542,0.7525542957574158,0.0,0,0,55.5,0.800598058,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,1
2015-01-04,1,0.8,1.0225278057728642,-0.07421902264769055,0.7448310176702376,1.1780434474939085,0.0,0,0,59.0,0.800318644,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,1
2015-01-04,2,0.8,1.1993233987458645,-0.24844830093636325,0.6174317452333971,0.7525542957574158,0.0,0,0,55.5,0.800237838,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,1
2015-01-04,12,0.8,-0.31725129722565426,0.0528086981763218,0.7129811995610276,0.7525542957574158,0.0,0,0,31.0,0.800030199,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,1
2015-01-04,2,0.8,-1.0235128587375881,-0.07005417934198523,-1.111558380695155,-0.8839424416906332,0.0,0,0,8.0,0.792104167,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6,1
2015-01-04,10,0.7,-1.0235128587375881,-0.07005417934198523,-0.09236420120042961,-0.8839424416906332,0.0,0,0,18.0,0.759228395,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6,1
2015-01-04,11,0.75,0.3917726954264826,-0.4351721091421519,0.5628320570461796,0.588904622012611,0.0,0,0,54.0,0.750348457,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,1
2015-01-04,3,0.75,0.4433380767102746,-0.2817670473820058,0.5992318491709911,0.588904622012611,0.0,0,0,55.0,0.75024303,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,1
2015-01-04,10,0.7,1.1993233987458645,0.043090730463009375,0.6902313294830202,0.4252549482678061,0.0,0,0,57.5,0.699965217,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,1
2015-01-04,8,0.8,-1.1192771382646298,-0.07005417934198523,-1.111558380695155,-0.8839424416906332,0.0,0,0,8.0,0.682708333,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6,1
2015-01-04,7,0.8,-1.1192771382646298,-0.07005417934198523,-1.111558380695155,-0.8839424416906332,0.0,0,0,8.0,0.667604167,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6,1
2015-01-04,5,0.7,2.8190288572849673,-0.17764596473937275,0.708431225545426,-0.03296413821764769,0.0,0,0,58.0,0.603432184,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,1
2015-01-05,1,0.8,-1.0235128587375881,-0.07005417934198523,-0.820360043696662,-0.8839424416906332,0.0,0,0,8.0,0.961059028,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
2015-01-05,11,0.8,-1.0235128587375881,-0.07005417934198523,-0.6747608751974156,-0.8839424416906332,0.0,0,0,10.0,0.939513889,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
2015-01-05,4,0.8,-1.0235128587375881,-0.07005417934198523,-0.2379633696996761,-0.8839424416906332,0.0,0,0,16.0,0.893663194,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
2015-01-05,3,0.75,-1.004175840756166,-0.07005417934198523,-0.820360043696662,-0.8839424416906332,0.0,0,0,8.0,0.875390625,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
2015-01-05,9,0.8,1.0225278057728642,0.060444244236781554,0.7448310176702376,1.5708026644814403,0.0,0,0,59.0,0.850569492,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
2015-01-05,9,0.8,-1.1192771382646298,-0.07005417934198523,-0.820360043696662,-0.8839424416906332,0.0,0,0,8.0,0.820833333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
2015-01-05,2,0.8,-1.0235128587375881,-0.07005417934198523,-1.111558380695155,-0.8839424416906332,0.0,0,0,8.0,0.804416667,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
2015-01-05,7,0.8,0.9985867358911037,0.0798801796634064,0.6538315373582086,0.7525542957574158,0.0,0,0,56.5,0.800684366,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
2015-01-05,8,0.8,0.9985867358911037,-0.06450105493437813,0.6538315373582086,0.3597950787698841,0.0,0,0,56.5,0.800684366,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
2015-01-05,1,0.8,1.0225278057728642,-0.0013342647978474022,0.7448310176702376,1.1780434474939085,0.0,0,0,59.0,0.800318644,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
2015-01-05,11,0.8,0.3917726954264826,-0.3206389182352555,0.053234967298816875,0.7525542957574158,0.0,0,0,55.0,0.800250962,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
2015-01-05,6,0.8,-0.31725129722565426,-0.29703813950292535,0.7812308097950493,0.7525542957574158,0.0,0,0,32.0,0.800246011,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
2015-01-05,12,0.8,-0.31725129722565426,-0.07144246044388701,0.7812308097950493,0.7525542957574158,0.0,0,0,32.0,0.800246011,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
2015-01-05,2,0.8,1.1993233987458645,-0.2658018147101354,0.6902313294830202,0.7525542957574158,0.0,0,0,57.5,0.800076522,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
2015-01-05,4,0.8,1.1993233987458645,-0.26441353360823366,0.6902313294830202,0.7525542957574158,0.0,0,0,57.5,0.800076522,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
2015-01-05,10,0.75,-1.1192771382646298,-0.07005417934198523,-1.111558380695155,-0.8839424416906332,0.0,0,0,8.0,0.763375,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
2015-01-05,5,0.6,-1.1192771382646298,-0.07005417934198523,-1.111558380695155,-0.8839424416906332,0.0,0,0,8.0,0.759270833,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
2015-01-05,10,0.75,1.1993233987458645,-0.0395119951001462,0.7266311216078318,0.588904622012611,0.0,0,0,58.5,0.7504,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
2015-01-05,3,0.75,0.4433380767102746,-0.1359975316823195,0.5992318491709911,0.588904622012611,0.0,0,0,55.0,0.75024303,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
2015-01-05,7,0.8,-1.0235128587375881,-0.07005417934198523,-1.111558380695155,-0.8839424416906332,0.0,0,0,8.0,0.676666667,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
2015-01-05,8,0.8,-1.1192771382646298,-0.07005417934198523,-1.111558380695155,-0.8839424416906332,0.0,0,0,8.0,0.664583333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
2015-01-05,5,0.6,0.6376290669045613,-0.3289686048466661,0.708431225545426,-0.13115394246453063,0.0,0,0,58.0,0.600028736,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
2015-01-06,4,0.8,-1.0235128587375881,-0.07005417934198523,-0.055964409075617984,-0.8839424416906332,0.0,0,0,18.0,0.966781346,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1
2015-01-06,1,0.8,-1.0235128587375881,-0.07005417934198523,-0.9659592121959085,-0.8839424416906332,0.0,0,0,8.0,0.936496212,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1
2015-01-06,3,0.75,-1.004175840756166,-0.07005417934198523,-0.8567598358214736,-0.8839424416906332,0.0,0,0,10.0,0.899166667,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1
2015-01-06,11,0.8,-1.004175840756166,-0.07005417934198523,-0.5837613948853865,-0.8839424416906332,0.0,0,0,15.0,0.888686869,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1
2015-01-06,9,0.8,-1.0235128587375881,-0.07005417934198523,-0.9659592121959085,-0.8839424416906332,0.0,0,0,8.0,0.858143939,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1
2015-01-06,1,0.8,1.0225278057728642,0.03267862219874607,1.8186248853521805,1.5708026644814403,0.0,0,0,59.0,0.850502311,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1
2015-01-06,9,0.8,1.0225278057728642,0.11458720721095075,1.8186248853521805,1.5708026644814403,0.0,0,0,59.0,0.850502311,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1
2015-01-06,10,0.75,-1.0235128587375881,-0.07005417934198523,-0.9659592121959085,-0.8839424416906332,0.0,0,0,8.0,0.809640152,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1
2015-01-06,2,0.8,-1.0235128587375881,-0.07005417934198523,-0.9659592121959085,-0.8839424416906332,0.0,0,0,8.0,0.805909091,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1
2015-01-06,2,0.8,1.1993233987458645,-0.2942615772991218,1.7367253530713544,0.7525542957574158,0.0,0,0,57.5,0.800594466,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1
2015-01-06,4,0.8,1.1993233987458645,-0.14918620215038636,1.7367253530713544,0.7525542957574158,0.0,0,0,57.5,0.800594466,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1
2015-01-06,3,0.8,0.4433380767102746,-0.12280886121425266,1.6002261326033107,0.7525542957574158,0.0,0,0,55.0,0.800273829,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1
2015-01-06,12,0.8,-0.31725129722565426,-0.027017465183030227,0.20793408382926626,0.7525542957574158,0.0,0,0,31.5,0.800140969,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1
2015-01-06,7,0.8,0.9985867358911037,-0.07283074154578878,1.682125664884137,0.3597950787698841,0.0,0,0,56.5,0.800128721,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1
2015-01-06,8,0.8,0.9985867358911037,-0.0395119951001462,1.682125664884137,0.3597950787698841,0.0,0,0,56.5,0.800128721,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1
2015-01-06,6,0.8,-0.31725129722565426,-0.15959831041464967,-0.04686446104441508,0.3597950787698841,0.0,0,0,31.5,0.80007657,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1
2015-01-06,10,0.75,1.1993233987458645,0.04794971431966559,1.7913250412585717,0.588904622012611,0.0,0,0,58.5,0.750545455,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1
2015-01-06,11,0.75,0.3917726954264826,-0.3817232867189336,1.6002261326033107,0.588904622012611,0.0,0,0,55.0,0.750057851,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1
2015-01-06,8,0.8,-1.1192771382646298,-0.07005417934198523,-0.9659592121959085,-0.8839424416906332,0.0,0,0,8.0,0.681060606,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1
2015-01-06,5,0.65,0.6376290669045613,-0.23040064661164017,1.764025197164963,0.26160527452300114,0.0,0,0,58.0,0.649983281,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1
2015-01-06,7,0.8,-1.1192771382646298,-0.07005417934198523,-0.9659592121959085,-0.8839424416906332,0.0,0,0,8.0,0.61625,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1
2015-01-07,1,0.8,-1.0235128587375881,-0.07005417934198523,-0.9659592121959085,-0.8839424416906332,0.0,0,0,8.0,0.951420455,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1
2015-01-07,9,0.8,-1.0235128587375881,-0.07005417934198523,-0.9659592121959085,-0.8839424416906332,0.0,0,0,8.0,0.880530303,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1
